id,Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,Minutes
4365,The Nut Job 2,English,5.5,2017,7+,86.0
4367,I Am Kalam,Tamil,8.0,2011,All,88.0
4368,Cell,English,4.4,2016,18+,98.0
4369,One Day: Justice Delivered,Hindi,5.5,2019,13+,120.0
4371,Rajdooth,Telugu,6.7,2019,All,125.0
4373,Hari Darshan,Hindi,7.6,1972,All,158.0
4375,Yea Toh Two Much Ho Gaya,Hindi,3.6,2016,13+,118.0
4376,War (Telugu),Telugu,6.5,2019,13+,151.0
4377,The Raid: Redemption,Hindi,7.6,2012,18+,97.0
4380,Big Momma's House 2,English,4.7,2006,13+,98.0
4381,Unishe April,Bengali,7.7,1996,All,133.0
4382,Omkara,Hindi,8.1,2006,NR,152.0
4384,Sapthagiri Express,Telugu,7.5,2016,13+,120.0
4385,Mohalla Assi,Hindi,6.8,2018,18+,117.0
4386,Gleason,English,8.3,2016,16+,111.0
4388,Detective Byomkesh Bakshy,Hindi,7.6,2015,13+,138.0
4389,Paaghadi,Gujarati,6.4,2018,All,111.0
4390,Freddy Got Fingered,English,4.6,2001,18+,87.0
4391,Thayillamal Nannilai,Tamil,6.4,1979,All,135.0
4392,One for the Money,English,5.3,2012,16+,91.0
4393,Dragon Blade,Tamil,6.0,2015,13+,127.0
4394,Miranda House,Marathi,3.7,2019,13+,85.0
4396,Shesh Theke Shuru,Bengali,4.8,2018,13+,50.0
4397,Sriman Prithviraj,Bengali,7.5,1972,NR,107.0
4399,Jalpari : The Desert Mermaid,Hindi,7.1,2012,All,91.0
4400,The Lord of the Rings: The Fellowship of the Ring,English,8.8,2001,All,178.0
4401,The Polar Express,English,6.6,2004,All,99.0
4402,Geostorm,Telugu,5.3,2017,13+,109.0
4403,Mirugam,Telugu,6.2,2007,NR,86.0
4404,Amarkalam,Tamil,7.3,1998,13+,149.0
4405,Deewana Mastana,Hindi,6.7,1997,All,133.0
4406,CID Eesha,Kannada,5.5,2013,NR,127.0
4407,Ek Khiladi Ek Haseena,Hindi,5.7,2005,18+,141.0
4408,Natakam,Telugu,5.9,2018,18+,136.0
4409,Yamadonga,Telugu,7.3,2007,13+,178.0
4410,Jai Jai Maharashtra Majha,Marathi,6.3,2012,All,127.0
4411,Biswaprakash,English,6.8,1999,NR,137.0
4412,Tharka,Kannada,5.8,1989,NR,131.0
4413,Gair,Hindi,3.7,1999,13+,142.0
4414,Lamhe,Hindi,7.4,1991,All,187.0
4415,Amazon Obhijaan,Bengali,4.6,2017,13+,137.0
4416,Janapriyan,Malayalam,6.3,2011,All,120.0
4418,Kajarya,Hindi,6.6,2015,18+,104.0
4419,Vinara Sodara Veera Kumara,Telugu,7.4,2019,13+,145.0
4420,Lover,Telugu,5.7,2018,13+,125.0
4422,Zameen Aasmaan,Hindi,5.5,1984,NR,143.0
4423,The Jimmy Show,English,5.2,2002,18+,96.0
4425,Hum Tum Dushman Dushman,Hindi,5.8,2015,NR,114.0
4426,Made in America,English,5.1,1993,16+,110.0
4427,Pai Brothers,Malayalam,4.7,1995,NR,137.0
4428,Sye Raa Narasimha Reddy (Hindi),Hindi,7.4,2019,13+,169.0
4429,Shrimoti Bhoyonkori,Bengali,5.3,2018,13+,55.0
4430,Carry On Jatta 2,Punjabi,6.9,2018,13+,147.0
4431,Mafi Dona,Malayalam,3.9,2019,13+,109.0
4432,Chenkol,Malayalam,7.8,1993,NR,161.0
4433,Honeymoon,Hindi,5.7,1973,NR,128.0
4434,Jodi,Telugu,6.1,1999,NR,147.0
4435,Dream Mall,Marathi,5.6,2018,13+,90.0
4436,Fear City,English,5.7,1984,18+,94.0
4437,The Opium War,English,6.5,2020,13+,64.0
4438,Housefull 2,Hindi,5.3,2012,NR,159.0
4441,Pakalppooram,Malayalam,5.4,2002,NR,159.0
4442,Professor,Kannada,6.4,1995,NR,141.0
4446,Aaja Nachle,Hindi,6.2,2007,All,143.0
4447,Fatso!,Hindi,5.7,2012,13+,97.0
4448,Fidaa,Telugu,7.5,2017,All,145.0
4449,Ungli,Hindi,5.7,2014,13+,113.0
4452,Vajram,Malayalam,3.2,2004,NR,122.0
4453,Boss Engira Bhaskaran,Tamil,7.2,2010,All,161.0
4454,Rammstein: In Amerika (Documentaries),English,8.2,2016,18+,143.0
4455,Shiva,Hindi,8.1,1990,All,161.0
4456,Jyothi,Telugu,7.3,1976,NR,114.0
4457,Gulabi,Telugu,7.2,1995,18+,133.0
4460,Devi Sri Prasad,Telugu,6.4,2017,18+,98.0
4461,Mehbooba,Telugu,5.5,2018,13+,147.0
4462,Chinnodu Peddodu,Telugu,6.3,1988,NR,140.0
4463,Lukochurii,Bengali,4.4,2010,All,117.0
4464,Chess,Malayalam,5.3,2006,13+,137.0
4465,Bollywood Diaries,Hindi,6.0,2016,13+,116.0
4466,Baat Ban Jaye,Hindi,6.3,1986,NR,148.0
4467,Ghar Ghar Ki Kahani,Hindi,7.5,1970,NR,142.0
4469,Bombay March 12,Malayalam,5.6,2011,All,121.0
4470,Lucifer (Telugu),Telugu,7.5,2019,13+,172.0
4471,Born To Race,English,6.0,2012,16+,98.0
4472,"Negotiator, The",English,7.3,1998,18+,139.0
4474,Crossed Over,English,5.4,2002,16+,91.0
4475,Junooniyat,Hindi,4.2,2016,All,122.0
4478,Chaar Maharathi,Hindi,4.5,1985,NR,137.0
4480,Shob Bhooturey,Bengali,5.4,2018,13+,113.0
4483,Vaali,Tamil,7.9,1999,18+,159.0
4485,Rehmat Ali,Bengali,5.1,2017,13+,127.0
4486,Sex and the City 2,English,4.5,2010,18+,146.0
4487,Hosa Belaku,Kannada,8.2,1982,NR,148.0
4491,Cat in the Hat,Tamil,4.0,2003,7+,81.0
4492,Ulladakkam,Malayalam,7.2,1991,All,120.0
4493,Dangerous Beauty,English,7.2,1999,18+,111.0
4495,Bangali Babu English Mem,Bengali,5.3,2017,13+,144.0
4496,Sarvopari Palakkaran,Malayalam,5.0,2017,All,135.0
4497,Hank Williams: The Show He Never Gave,English,7.0,1980,16+,86.0
4498,Captive State,English,6.0,2019,16+,114.0
4499,Gaheen Hriday,Bengali,7.5,2018,18+,107.0
4500,Man of Steel (2013),Telugu,7.0,2013,13+,142.0
4502,Manoharam,Malayalam,6.8,2019,All,120.0
4504,T-34,Hindi,6.7,2018,All,112.0
4505,Harry Potter and the Prisoner of Azkaban,Hindi,7.9,2004,All,141.0
4506,Criminal,Hindi,6.3,2016,18+,108.0
4507,Nuvvu Thopu Raa,Telugu,7.2,2019,13+,140.0
4508,Jesal Toral,Gujarati,6.5,1971,All,127.0
4509,Tumbbad,Tamil,8.3,2018,18+,104.0
4510,Brojobuli,Bengali,6.8,2017,13+,110.0
4511,Silsiilay,Hindi,4.0,2005,NR,122.0
4512,Annabelle Comes Home,Telugu,5.9,2019,18+,106.0
4513,Vallikkudilile Vellakkaran,Malayalam,5.7,2018,All,102.0
4514,Love & Mercy,English,7.4,2014,18+,116.0
4516,Ajab Singh Ki Gazab Kahani,Hindi,5.9,2017,18+,113.0
4517,Jeene Ki Arzoo,Hindi,5.9,1981,All,132.0
4518,The Big Sick,English,7.5,2017,18+,120.0
4519,The Matrix,Hindi,8.7,1999,18+,136.0
4520,Living with Wolves,English,8.6,2019,13+,52.0
4521,Theevram,Malayalam,6.5,2012,All,126.0
4523,Harry Potter and the Deathly Hallows - Part 2,Hindi,8.1,2011,13+,130.0
4524,Lucy,Hindi,6.4,2014,18+,89.0
4525,A Call to Spy,English,6.3,2020,16+,124.0
4526,Phir Milenge,Hindi,6.1,2004,All,128.0
4528,Turtle Beach,English,4.7,1992,18+,87.0
4530,Ivanuku Thannila Gandam,Tamil,5.5,2015,All,129.0
4531,Mona Darling,Hindi,4.9,2017,18+,104.0
4533,The Smurfs And The Magic Flute,English,6.0,1976,7+,70.0
4534,Ishq Ke Parindey,Hindi,6.6,2015,NR,113.0
4535,Just Married : Marriage Was Only The Beginning,Hindi,5.3,2007,13+,126.0
4536,Dum Laga Ke Haisha,Hindi,7.5,2015,13+,110.0
4537,Vrithra,Kannada,6.2,2019,All,108.0
4538,Golden Dawn Girls,English,7.0,2020,13+,92.0
4540,Aa Eradu Varshagalu,Kannada,8.0,2017,NR,126.0
4542,Samsaram Adhu Minsaram,Tamil,7.3,1986,All,138.0
4543,Up Up & Up,English,5.6,2019,All,78.0
4544,Hijacked: Flight 285,English,4.8,1996,16+,93.0
4545,Jumanji,Hindi,7.0,1995,7+,104.0
4548,Dekh Tamasha Dekh,Hindi,6.1,2014,NR,109.0
4549,Ankhon Dekhi,Hindi,8.0,2014,7+,104.0
4550,Proxy,Bengali,5.7,1977,NR,106.0
4551,Gemini,Telugu,5.7,2002,All,151.0
4552,Luv Ni Love Storys,Gujarati,7.0,2020,All,140.0
4553,Gantumoote,Kannada,8.1,2019,18+,115.0
4554,Lal Pan Bibi,Bengali,5.3,1994,NR,169.0
4555,Sommersby,English,6.2,1993,18+,113.0
4556,Atumgiri (Itemgiri),Marathi,6.5,2017,13+,131.0
4557,Padma Nadir Majhi,Bengali,8.2,2017,13+,131.0
4559,Bottle Rocket,English,7.0,1996,18+,91.0
4561,Salt,Telugu,6.4,2010,13+,100.0
4562,Ghost Rider,English,5.2,2007,13+,110.0
4563,Satya 2,Telugu,5.9,2013,18+,127.0
4566,Thuparivaalan,Tamil,7.5,2017,13+,154.0
4568,Flight 192,Tamil,5.0,2016,16+,85.0
4569,Laal Ishq,Marathi,5.5,2016,13+,116.0
4570,Software Sudheer,Telugu,5.7,2019,13+,115.0
4571,Bleeding Steel,English,5.2,2017,13+,105.0
4573,Ali,English,6.8,2001,18+,156.0
4576,Alvin and the Chipmunks: Chipwrecked,English,4.3,2011,All,87.0
4577,Kadaram Kondan,Tamil,5.7,2019,13+,114.0
4578,Carry On Balle Balle,Hindi,6.9,2020,13+,125.0
4579,Kalankini Kankabati,Bengali,6.8,1981,NR,113.0
4580,Aadmi,Hindi,6.5,1993,18+,142.0
4581,Master Stroke,Gujarati,6.4,2019,All,116.0
4582,Nishabdha (Kannada),Kannada,3.8,2020,16+,125.0
4583,Holly Slept Over,English,5.5,2020,16+,87.0
4584,Ragala 24 Gantallo,Telugu,5.2,2019,13+,131.0
4586,Fruits of Passion,English,5.6,1981,18+,79.0
4587,Chhalaang,Hindi,6.5,2020,13+,136.0
4588,Chaarfutiya Chhokare,Hindi,6.2,2014,13+,113.0
4589,Mangal Deep,Bengali,8.1,2017,13+,147.0
4590,Blair Witch (2016),English,5.0,2016,18+,89.0
4591,Vijay,Hindi,5.6,1988,16+,172.0
4592,Scooby-Doo!: The Movie,Hindi,5.1,2002,13+,86.0
4593,Daag,Hindi,7.0,1973,7+,146.0
4594,Hero No.01 - Vir: The Robot Boy Movie,Hindi,2.8,2012,7+,54.0
4595,Fortuner,Kannada,6.9,2019,13+,130.0
4598,Kamaraj,Tamil,7.1,2004,All,121.0
4600,Mana Gedda Maga,Kannada,8.5,1992,NR,124.0
4602,Karmegham,Tamil,5.9,2002,13+,138.0
4605,C/O Surya,Telugu,5.5,2017,13+,103.0
4606,Eththan,Tamil,5.1,2011,All,142.0
4607,Prem By Chance,Bengali,6.7,2018,13+,148.0
4610,John Rambo,English,7.0,2008,18+,86.0
4611,Shaadi No. 1,Hindi,3.5,2005,NR,129.0
4612,Shubh Mangal Zyada Saavdhan,Hindi,5.8,2020,13+,117.0
4613,Housefull,Hindi,5.4,2010,NR,148.0
4614,Dinoshark,Telugu,3.1,2010,16+,86.0
4615,John Wick: Chapter 2,Kannada,7.5,2017,18+,122.0
4616,Palay Khan,Hindi,6.5,1986,All,145.0
4617,The Legend of Michael Mishra,Hindi,4.4,2016,All,118.0
4618,Honey Boy,Telugu,7.3,2019,18+,94.0
4619,Ellis Island: The Making of a Master Race in America,English,6.8,2019,13+,69.0
4620,Entrapment,English,6.3,1999,18+,112.0
4621,Kuttram Kadithal,Tamil,8.0,2015,All,119.0
4622,Strings of Passion,Hindi,6.5,2014,NR,95.0
4624,Koyelaanchal,Hindi,5.4,2014,NR,145.0
4626,Ustadi Ustad Se,Hindi,3.8,1982,NR,134.0
4627,MySelf Pendu,Punjabi,4.4,2015,13+,125.0
4628,Phullu,Hindi,6.0,2017,13+,91.0
4631,Napoleon (Telugu),Telugu,6.9,2017,13+,114.0
4632,Shatranj Ke Khilari,Hindi,7.7,1977,All,115.0
4634,Carol,English,7.2,2015,18+,118.0
4635,Don 2,Hindi,7.1,2011,13+,147.0
4636,Kaalia,Hindi,6.8,1981,All,166.0
4637,Bhartiya,Marathi,7.7,2012,13+,129.0
4638,Baat Bann Gayi,Hindi,5.1,2013,NR,108.0
4639,Escape Room,English,4.2,2017,18+,86.0
4641,Sky and Ground,English,8.4,2019,13+,84.0
4643,Mister,Telugu,3.8,2017,13+,156.0
4644,Raduaa,Punjabi,5.1,2018,All,128.0
4645,Abduction Point,Marathi,5.6,2016,18+,82.0
4646,Goyenda Junior,Bengali,6.1,2019,13+,118.0
4651,Anjali,Bengali,6.6,1988,All,114.0
4652,Children of the Bride,English,6.5,1990,16+,94.0
4653,Bhagam Bhag,Hindi,6.4,2006,All,152.0
4655,Dead Space: Downfall,English,6.3,2008,18+,74.0
4656,Incarnate,English,5.3,2016,18+,86.0
4657,Basmati Blues,English,3.6,2018,13+,102.0
4658,Ashi Hi Banwa Banwi,Marathi,8.8,1988,All,137.0
4659,Sahhas,Hindi,4.7,1981,NR,133.0
4660,Karinkannan,Malayalam,4.8,2018,All,116.0
4662,Jane and Emma,English,6.4,2018,18+,93.0
4666,Child 44,English,6.5,2015,18+,137.0
4667,Salt,Hindi,6.4,2010,13+,100.0
4670,Mechanic Ressurection,Hindi,5.7,2016,16+,94.0
4671,Fugay,Marathi,6.1,2017,13+,
4672,Raatchasi,Tamil,7.3,2019,All,132.0
4673,Salt,Tamil,6.4,2010,13+,100.0
4674,Thammudu,Telugu,7.9,1999,All,161.0
4675,Bezubaan,Hindi,7.3,1982,NR,135.0
4677,Fan,Hindi,7.0,2016,13+,138.0
4678,The Landlord,Hindi,5.4,2017,16+,86.0
4679,Vellaiya Irukiravan Poi Solla Maatan,Tamil,6.8,2015,All,124.0
4681,Stolen,Hindi,5.5,2014,18+,91.0
4682,Kachche Dhaage,Hindi,6.0,1999,13+,141.0
4683,American Heist,English,5.0,2015,18+,92.0
4684,Ucha Dar Babe Nanak Da,Punjabi,7.8,1982,All,158.0
4686,Thazhvaram,Malayalam,8.1,1990,NR,122.0
4687,Men in Black 3,Telugu,6.8,2012,13+,105.0
4688,Jail,Hindi,6.2,2009,13+,133.0
4689,Sarvakalashala,Malayalam,7.3,1987,All,142.0
4690,Kobbari Matta,Telugu,5.9,2019,13+,108.0
4691,The Prestige,English,8.5,2006,All,130.0
4692,Raanjhanaa,Hindi,7.6,2013,NR,138.0
4693,Ek Duuje Ke Liye,Hindi,7.5,1981,All,163.0
4694,Wild Things 2,English,4.6,2004,18+,94.0
4695,Kumki,Tamil,7.1,2012,All,146.0
4696,Budugu,Telugu,5.2,2015,13+,121.0
4698,Grown Ups,English,5.9,2010,13+,102.0
4701,Under Siege,English,6.5,1992,18+,102.0
4702,Dhadak,Hindi,4.5,2018,13+,137.0
4703,Happy Breakup,Hindi,6.9,2016,16+,102.0
4704,Maachis,English,7.8,1996,18+,156.0
4706,Dastaan,Hindi,7.0,1972,All,159.0
4707,Bakula Namdeo Ghotale,Marathi,6.2,2007,All,130.0
4708,Mission: Impossible Ghost Protocol,Hindi,7.4,2011,13+,132.0
4709,Howl,Tamil,5.4,2015,18+,92.0
4710,Aaj Ka Khiladi,Hindi,7.5,2017,All,133.0
4712,In Loving Memory,Bengali,7.0,2017,All,30.0
4714,Run,Telugu,6.7,2016,All,105.0
4715,Abhayam Thedi,Malayalam,7.5,1986,NR,114.0
4716,Jack Ryan: Shadow Recruit,Telugu,6.2,2014,13+,105.0
4719,Meendum Kokila,Tamil,6.3,1981,All,139.0
4721,Runner Runner,English,5.6,2013,18+,91.0
4722,Bangalore Naatkal,Tamil,5.5,2016,All,155.0
4723,Shivashankar,Kannada,4.5,1990,NR,137.0
4724,Asuran,Tamil,8.5,2019,13+,139.0
4725,Agnichakra,Hindi,3.6,1997,13+,123.0
4726,Geetanjali,Hindi,6.2,1993,All,150.0
4732,Awam,Hindi,5.8,1987,All,156.0
4733,Sundara Killadi,Malayalam,6.1,1989,NR,151.0
4734,Ajnabee,Hindi,6.4,1973,NR,134.0
4735,T-34,English,6.7,2018,All,112.0
4739,Jurassic Attack aka Rise of the Dinosaurs,English,2.3,2016,16+,83.0
4740,Aiven Raula Pai Gya,Punjabi,6.6,2021,13+,156.0
4741,Pengalila,Malayalam,8.3,2019,All,110.0
4742,Star Trek (2009),English,7.9,2009,13+,126.0
4743,Nabarag,Bengali,7.3,1971,NR,117.0
4744,American Pie Presents: Beta House,English,5.3,2007,13+,86.0
4745,Anger Management,English,6.3,2003,18+,104.0
4746,Kaali Ki Saugandh,Hindi,5.7,2000,NR,90.0
4749,Durga Shakthi,Kannada,5.8,1999,NR,148.0
4750,WRECKER (Driver from Hell),English,3.4,2017,16+,73.0
4751,Toh Baat Pakki,Hindi,5.1,2010,All,122.0
4752,Drishtikone,Bengali,6.6,2018,13+,138.0
4753,Chal Mohana Ranga,Telugu,8.3,1988,NR,129.0
4754,Rupinder Gandhi 2: The Robinhood,Punjabi,6.9,2017,13+,127.0
4756,Muthal Maanavan,Tamil,5.6,2014,NR,120.0
4757,Coffee Bloom,Hindi,5.9,2015,NR,93.0
4758,Love Story of Singh vs Kaur,Punjabi,6.6,2013,13+,149.0
4760,The White Haired Witch Of Lunar Kingdom,English,5.4,2016,13+,99.0
4762,Charulata,Bengali,8.3,2013,All,100.0
4763,War of the Worlds (2005),English,6.5,2005,13+,116.0
4765,Bal Ganesh (Telugu),Telugu,6.9,2007,All,106.0
4766,Big Wata,English,6.9,2020,13+,60.0
4767,Nightwatching,English,6.5,2007,18+,135.0
4768,Pupa,Bengali,7.5,2018,13+,108.0
4769,MAHIRA,Kannada,6.3,2019,13+,128.0
4770,Only,English,5.1,2020,18+,97.0
4771,The Lodge,Hindi,6.1,2020,18+,108.0
4772,Valayam,Telugu,6.0,2020,13+,138.0
4773,Aisha,Hindi,5.0,2010,7+,126.0
4775,Battledogs,Hindi,3.5,2013,13+,84.0
4776,Crazy Rich Asians,English,6.9,2018,16+,120.0
4777,Ranga Patanga,Marathi,7.5,2016,All,98.0
4778,Ponnumani,Tamil,6.5,1993,All,149.0
4779,Airaa (Telugu),Telugu,4.7,2019,13+,140.0
4782,Kushi,Tamil,7.4,2000,All,170.0
4783,Mayabazar 2016,Kannada,7.1,2020,13+,130.0
4784,Hum Aapke Hain Koun,Hindi,7.5,1994,All,193.0
4786,Mere Khwabon Mein Jo Aaye,Hindi,5.6,2009,All,114.0
4788,Triple Seat,Marathi,6.0,2019,All,126.0
4789,Simul Parul,Bengali,1.6,1998,NR,139.0
4790,Restricted Area Plot No. 666,Hindi,3.5,2014,18+,95.0
4791,Superstar,Marathi,4.9,2011,All,141.0
4792,Mee Sindhutai Sapkal,Marathi,7.0,2010,All,107.0
4793,Agnipath,Bengali,5.4,2017,13+,155.0
4794,Palunku,Malayalam,6.4,2006,All,129.0
4795,Kireedamillatha Rajakkanmar,Malayalam,5.1,1996,NR,133.0
4796,Jess + Moss,English,6.4,2011,NR,81.0
4797,Aa Okkadu,Telugu,6.6,2009,All,154.0
4798,Jeena Hai Toh Thok Daal,Hindi,5.5,2012,NR,123.0
4799,Sanyasi Raja,Bengali,7.9,1975,NR,139.0
4800,Utsavamelam,Malayalam,5.2,1992,NR,137.0
4801,Police Power,Kannada,5.3,1995,NR,126.0
4804,The Bank Job,Hindi,7.2,2008,18+,107.0
4806,The Raid 2,Hindi,8.0,2014,18+,144.0
4807,Beverly Hills Cop II,English,6.5,1987,18+,102.0
4808,The Intern,English,7.1,2015,13+,121.0
4809,Agni IPS,Kannada,7.9,1997,NR,125.0
4810,Bobbili Puli,Telugu,7.2,1982,NR,169.0
4811,Gumnaami,Bengali,7.8,2020,13+,139.0
4812,Dedh Ishqiya,Hindi,7.1,2014,13+,141.0
4813,Jackpot,Hindi,2.0,2013,18+,91.0
4815,Super Nova 459,Kannada,6.7,1994,NR,134.0
4817,Qayamat - City Under Threat,Hindi,4.7,2003,18+,156.0
4818,Raja,Hindi,5.3,1995,13+,156.0
4819,Vaalu,Tamil,4.7,2015,All,151.0
4821,San Andreas,English,6.1,2015,13+,114.0
4823,Hum To Mohabbat Karega,Hindi,2.7,2000,13+,148.0
4824,Hum Hai Rahi Pyar Ke,Hindi,7.4,1993,All,155.0
4826,Daawat e Ishq,Hindi,6.1,2014,7+,118.0
4827,Date Movie,English,2.8,2006,18+,82.0
4828,Elaan,Hindi,4.4,2005,18+,145.0
4830,Bailampudi,Telugu,6.8,2019,13+,115.0
4834,Richie,Tamil,5.3,2017,13+,104.0
4835,Generation Aami,Bengali,7.6,2018,13+,118.0
4836,The Legend of Hercules,English,4.2,2014,13+,98.0
4838,Mr. Bharath,Telugu,7.2,1989,NR,145.0
4839,Hum Kissi Se Kum Nahin,Hindi,4.4,2002,13+,155.0
4842,Shubh Kaamna,Hindi,6.3,1983,NR,138.0
4846,Queen,Malayalam,8.2,2018,13+,155.0
4847,Epic Movie,English,2.4,2007,All,84.0
4848,The Truman Show,English,8.1,1998,7+,102.0
4849,Dead Trigger,English,3.6,2019,18+,91.0
4855,Puppy,Tamil,5.0,2019,13+,104.0
4856,Thangamana Raasa,Tamil,5.8,1989,NR,135.0
4857,The Map of Tiny Perfect Things,English,6.8,2021,13+,99.0
4858,Krishna Arjun,Hindi,6.9,1997,NR,130.0
4859,Back to the Future II,English,7.8,1989,All,107.0
4860,Ullam Kollai Poguthae,Tamil,7.7,2001,All,143.0
4861,Chopper,Bengali,7.2,2017,13+,84.0
4862,Rajavin Parvaiyiele,Tamil,6.5,1995,All,138.0
4863,Dahleez,Hindi,5.3,1986,All,161.0
4864,Beauty and the Beast,Hindi,6.4,2016,7+,113.0
4865,Maharajin,Hindi,7.0,2018,NR,30.0
4866,What Happens in Vegas,English,6.1,2008,13+,98.0
4867,Rangoli,Kannada,7.5,1996,NR,135.0
4868,KNIVES OUT,English,7.9,2019,13+,130.0
4869,Ek Vivaah Aisa Bhi,Hindi,5.2,2008,All,132.0
4870,One Man Show,Malayalam,5.8,2001,NR,139.0
4871,Srimanthudu,Telugu,7.5,1971,NR,149.0
4872,Irupathiyonnaam Noottaandu,Malayalam,3.3,2019,All,160.0
4873,Kalpurush,Bengali,7.0,2017,13+,121.0
4874,Ashkelon National Park,English,8.4,2019,13+,26.0
4875,Line of Fire,English,3.4,1979,18+,79.0
4876,Padmaavat,Hindi,7.0,2018,13+,162.0
4877,Valerian and the City of a Thousand Planets,English,6.5,2017,16+,136.0
4878,IT,Hindi,7.3,2017,18+,134.0
4880,Chinna Thambi Periya Thambi,Tamil,5.9,1987,NR,133.0
4881,Bad Boys for Life,English,6.6,2020,18+,123.0
4882,Meerayude Dukhavum Muthuvinte Swapnavum,Malayalam,3.6,2003,All,133.0
4883,Johnny English,Hindi,6.2,2003,All,87.0
4884,Jal (Water),Hindi,6.7,2014,13+,131.0
4886,Nagina,Hindi,6.5,1986,13+,137.0
4887,Suriyan,Tamil,6.1,1992,All,152.0
4888,Beverly Hills Cop,English,7.3,1984,18+,105.0
4889,Mehbooba,Hindi,3.5,2008,All,163.0
4890,Moonwalk One,English,7.2,2020,13+,103.0
4893,Target Number One,English,6.1,2020,18+,119.0
4894,Gandharvam,Malayalam,6.4,1993,13+,157.0
4899,Janapriyan,Malayalam,6.3,2011,NR,121.0
4900,Unhinged,English,6.0,2020,18+,90.0
4901,Find Me Guilty,English,7.0,2006,18+,119.0
4902,Kadhalan,Tamil,7.2,1994,13+,169.0
4903,Top Cat,Tamil,4.6,2012,13+,86.0
4905,Hunterrr,Hindi,7.0,2015,18+,140.0
4906,Eluka Majaka,Telugu,5.8,2016,13+,127.0
4907,Khauff,Hindi,4.4,2000,18+,119.0
4910,Bhoot Chaturdashi,Bengali,3.4,2019,13+,99.0
4914,Banshiwala,Bengali,7.3,2020,13+,100.0
4916,Android Kunjappan Ver 5.25,Malayalam,8.2,2019,All,137.0
4917,The Conjuring 2,Hindi,7.3,2016,18+,133.0
4921,Rajaji,Hindi,4.6,1999,All,150.0
4924,I Am Kalam,Hindi,8.0,2011,All,88.0
4925,Mission: Impossible III,Hindi,6.9,2006,13+,125.0
4926,Top End Wedding,English,6.3,2020,16+,102.0
4927,The Mummy: Tomb of the Dragon Emperor,Hindi,5.2,2008,13+,111.0
4928,Bharatham,Malayalam,8.4,1991,All,130.0
4929,"Dance Party, USA",English,6.3,2006,16+,66.0
4934,Last Chance,Gujarati,7.2,2017,13+,133.0
4935,Uyyala Jampala,Telugu,7.1,2013,All,115.0
4936,5 Rifles,Hindi,6.4,1974,NR,135.0
4938,Grant St. Shaving Co.,Hindi,6.4,2011,13+,15.0
4939,Avengement,English,6.5,2019,18+,88.0
4940,Aayna Ka Bayna,Marathi,5.9,2012,All,94.0
4943,Valliettan,Malayalam,6.6,2000,18+,171.0
4944,Bhagyawan,Hindi,4.4,1993,All,136.0
4945,Majili,Hindi,7.2,2019,13+,149.0
4946,Chhota Bheem - Pataliputra,Hindi,6.3,2020,All,65.0
4947,Draupathi,Tamil,3.7,2020,13+,147.0
4948,Do Premee,Hindi,5.7,1980,All,135.0
4949,Ishq Vishk,Hindi,6.0,2003,All,129.0
4950,Ek Se Badhkar Ek,Hindi,7.0,2004,All,153.0
4952,David,Hindi,7.2,2013,13+,151.0
4953,Titli,Bengali,7.6,2017,13+,103.0
4954,Sura Sundaranga,Kannada,7.4,1989,NR,140.0
4955,The Meg,Hindi,5.6,2018,13+,113.0
4956,The Smurfs,English,5.4,2011,7+,102.0
4957,William Shakespeare's A Midsummer Night's Dream,English,6.4,1999,18+,120.0
4958,Men in Black II,Hindi,6.2,2002,16+,88.0
4959,The Brown Bunny,English,5.0,2003,18+,93.0
4961,Unbounded,English,6.9,2020,13+,71.0
4963,Moonflower,English,8.3,2020,13+,48.0
4964,Rang Birangi,Hindi,7.2,1983,All,121.0
4965,Colossal,English,6.2,2017,18+,104.0
4967,Loudspeaker,Malayalam,7.4,2009,All,121.0
4968,3 Idiots,Hindi,8.4,2009,13+,164.0
4969,Banarasi Babu,Hindi,4.2,1997,13+,118.0
4974,RAY,Bengali,5.4,2018,13+,113.0
4976,"Don't Worry, He Won't Get Far on Foot",English,6.9,2018,18+,113.0
4978,Changatham,Malayalam,5.5,2009,NR,182.0
4979,IIT Krishnamurthy (Kannada),Kannada,5.7,2020,All,110.0
4980,Green Lantern,Telugu,5.5,2011,All,113.0
4981,T-34,Telugu,6.7,2018,All,112.0
4983,Kellafate,Bengali,5.9,2017,13+,154.0
4984,The Bachelors,English,6.8,2017,16+,99.0
4985,Jack Ryan: Shadow Recruit,English,6.2,2014,13+,105.0
4986,Green Lantern,Tamil,5.5,2011,All,113.0
4987,Jack & Daniel,Malayalam,4.4,2019,13+,154.0
4988,Yashoda Krishna,Telugu,6.1,1975,All,175.0
4991,Mathu Vadalara,Telugu,8.2,2019,16+,128.0
4992,Sita,Bengali,4.9,2017,13+,135.0
4993,Mayilattam,Malayalam,4.0,2004,NR,142.0
4994,Kismath,Malayalam,6.7,2016,All,95.0
4996,Sri Rajeswari Vilas Coffee Club,Telugu,7.5,1976,All,137.0
4999,Soccer City,English,6.0,2020,13+,60.0
5004,Ittymaani: Made in China,Malayalam,4.6,2019,All,156.0
5005,Gringo,Hindi,6.1,2018,16+,106.0
5006,Fida,Hindi,5.5,2004,13+,117.0
5007,Preethse,Kannada,7.5,2000,All,147.0
